CRN,Subject,Course Number,Course,Title,Instructor,Meeting Times,Campus,Instructional Method,Status,Seats Available,Enrollment,Maximum Enrollment,Waitlist Available
82271,CHM,2046,CHM 2046,General Chemistry II,[REDACTED],MW | 12:00 PM - 1:15 PM | 50-Science &amp; Engineering Room 1102,Main Campus-UNF,Standard,OPEN,1,74,75,75
82406,CHM,2046,CHM 2046,General Chemistry II,[REDACTED],MW | 1:30 PM - 2:45 PM | 50-Science &amp; Engineering Room 1202,Main Campus-UNF,Standard,OPEN,16,69,85,75
82272,CHM,2046L,CHM 2046L,General Chemistry II Laboratory,[REDACTED],M | 9:00 AM - 11:50 AM | 50-Science &amp; Engineering Room 2728,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,24,24,24
82273,CHM,2046L,CHM 2046L,General Chemistry II Laboratory,[REDACTED],T | 9:00 AM - 11:50 AM | 50-Science &amp; Engineering Room 2728,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,24,24,24
82274,CHM,2046L,CHM 2046L,General Chemistry II Laboratory,[REDACTED],W | 9:00 AM - 11:50 AM | 50-Science &amp; Engineering Room 2728,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,24,24,24
82275,CHM,2046L,CHM 2046L,General Chemistry II Laboratory,[REDACTED],R | 9:00 AM - 11:50 AM | 50-Science &amp; Engineering Room 2728,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,24,24,24
82276,CHM,2046L,CHM 2046L,General Chemistry II Laboratory,[REDACTED],F | 9:00 AM - 11:50 AM | 50-Science &amp; Engineering Room 2728,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,24,24,24
82530,CHM,2046L,CHM 2046L,General Chemistry II Laboratory,[REDACTED],T | 1:00 PM - 3:50 PM | 50-Science &amp; Engineering Room 2728,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,24,24,24
82743,CHM,2046L,CHM 2046L,General Chemistry II Laboratory,[REDACTED],W | 1:00 PM - 3:50 PM | 50-Science &amp; Engineering Room 2728,Main Campus-UNF,Standard,OPEN,1,23,24,24
85832,CHM,2046L,CHM 2046L,General Chemistry II Laboratory,[REDACTED],R | 1:00 PM - 3:50 PM | 50-Science &amp; Engineering Room 2728,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,24,24,24
86225,CHM,2046L,CHM 2046L,General Chemistry II Laboratory,[REDACTED],M | 3:00 PM - 5:50 PM | 50-Science &amp; Engineering Room 2728,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,24,24,24
82004,CHM,2210,CHM 2210,Organic Chemistry I,[REDACTED],MW | 1:30 PM - 2:45 PM | 50-Science &amp; Engineering Room 1102,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,-7,87,80,80
82772,CHM,2210,CHM 2210,Organic Chemistry I,[REDACTED],TR | 3:05 PM - 4:20 PM | 50-Science &amp; Engineering Room 1102,Main Campus-UNF,Standard,OPEN,1,79,80,80
84720,CHM,2210,CHM 2210,Organic Chemistry I,[REDACTED],TR | 9:25 AM - 10:40 AM | 50-Science &amp; Engineering Room 1202,Main Campus-UNF,Standard,OPEN,2,78,80,80
82068,CHM,2210L,CHM 2210L,Organic Chemistry I Laboratory,[REDACTED],R | 1:00 PM - 3:50 PM | 50-Science &amp; Engineering Room 3602,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,18,18,18
82069,CHM,2210L,CHM 2210L,Organic Chemistry I Laboratory,[REDACTED],M | 1:00 PM - 3:50 PM | 50-Science &amp; Engineering Room 3602,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,18,18,18
82377,CHM,2210L,CHM 2210L,Organic Chemistry I Laboratory,[REDACTED],F | 1:00 PM - 3:50 PM | 50-Science &amp; Engineering Room 3602,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,18,18,18
82424,CHM,2210L,CHM 2210L,Organic Chemistry I Laboratory,[REDACTED],T | 6:00 PM - 8:50 PM | 50-Science &amp; Engineering Room 3602,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,18,18,18
82728,CHM,2210L,CHM 2210L,Organic Chemistry I Laboratory,[REDACTED],F | 9:00 AM - 11:50 AM | 50-Science &amp; Engineering Room 3602,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,18,18,18
82746,CHM,2210L,CHM 2210L,Organic Chemistry I Laboratory,[REDACTED],T | 9:00 AM - 11:50 AM | 50-Science &amp; Engineering Room 3602,Main Campus-UNF,Standard,OPEN,1,17,18,18
82838,CHM,2210L,CHM 2210L,Organic Chemistry I Laboratory,[REDACTED],T | 1:00 PM - 3:50 PM | 50-Science &amp; Engineering Room 3602,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,18,18,18
82841,CHM,2210L,CHM 2210L,Organic Chemistry I Laboratory,[REDACTED],W | 1:00 PM - 3:50 PM | 50-Science &amp; Engineering Room 3602,Main Campus-UNF,Standard,OPEN,1,17,18,18
83619,CHM,2210L,CHM 2210L,Organic Chemistry I Laboratory,[REDACTED],R | 9:00 AM - 11:50 AM | 50-Science &amp; Engineering Room 3602,Main Campus-UNF,Standard,OPEN,2,16,18,18
84057,CHM,2210L,CHM 2210L,Organic Chemistry I Laboratory,[REDACTED],W | 9:00 AM - 11:50 AM | 50-Science &amp; Engineering Room 3602,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,18,18,18
84721,CHM,2210L,CHM 2210L,Organic Chemistry I Laboratory,[REDACTED],W | 6:00 PM - 8:50 PM | 50-Science &amp; Engineering Room 3602,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,18,18,18
85212,CHM,2210L,CHM 2210L,Organic Chemistry I Laboratory,[REDACTED],M | 9:00 AM - 11:50 AM | 50-Science &amp; Engineering Room 3602,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,18,18,18
82005,CHM,2211,CHM 2211,Organic Chemistry II,[REDACTED],MW | 3:00 PM - 4:15 PM | 50-Science &amp; Engineering Room 1202,Main Campus-UNF,Standard,OPEN,19,61,80,80
83156,CHM,2211,CHM 2211,Organic Chemistry II,[REDACTED],TR | 1:40 PM - 2:55 PM | 50-Science &amp; Engineering Room 1202,Main Campus-UNF,Standard,OPEN,32,48,80,80
85213,CHM,2211,CHM 2211,Organic Chemistry II,[REDACTED],TR | 10:50 AM - 12:05 PM | 4-Skinner-Jones Hall Room 1704,Main Campus-UNF,Standard,OPEN,36,44,80,80
82070,CHM,2211L,CHM 2211L,Organic Chemistry II Laboratory,[REDACTED],T | 9:00 AM - 11:50 AM | 50-Science &amp; Engineering Room 3608,Main Campus-UNF,Standard,OPEN,1,17,18,18
82277,CHM,2211L,CHM 2211L,Organic Chemistry II Laboratory,[REDACTED],T | 1:00 PM - 3:50 PM | 50-Science &amp; Engineering Room 3608,Main Campus-UNF,Standard,OPEN,4,14,18,18
82561,CHM,2211L,CHM 2211L,Organic Chemistry II Laboratory,[REDACTED],M | 1:00 PM - 3:50 PM | 50-Science &amp; Engineering Room 3608,Main Campus-UNF,Standard,OPEN,6,12,18,18
82784,CHM,2211L,CHM 2211L,Organic Chemistry II Laboratory,[REDACTED],W | 1:00 PM - 3:50 PM | 50-Science &amp; Engineering Room 3608,Main Campus-UNF,Standard,OPEN,8,10,18,18
82839,CHM,2211L,CHM 2211L,Organic Chemistry II Laboratory,[REDACTED],R | 1:00 PM - 3:50 PM | 50-Science &amp; Engineering Room 3608,Main Campus-UNF,Standard,OPEN,2,16,18,18
82840,CHM,2211L,CHM 2211L,Organic Chemistry II Laboratory,[REDACTED],M | 6:00 PM - 8:50 PM | 50-Science &amp; Engineering Room 3608,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,18,18,18
83002,CHM,2211L,CHM 2211L,Organic Chemistry II Laboratory,[REDACTED],R | 9:00 AM - 11:50 AM | 50-Science &amp; Engineering Room 3608,Main Campus-UNF,Standard,OPEN,1,17,18,18
83392,CHM,2211L,CHM 2211L,Organic Chemistry II Laboratory,[REDACTED],F | 9:00 AM - 11:50 AM | 50-Science &amp; Engineering Room 3608,Main Campus-UNF,Standard,OPEN,4,14,18,18
82593,CHM,3120,CHM 3120,Quantitative Analytical Chemistry,[REDACTED],MWF | 11:00 AM - 11:50 AM | 59-Biological Sciences Room 2703,Main Campus-UNF,Standard,OPEN,1,39,40,40
82594,CHM,3120L,CHM 3120L,Quantitative Analytical Chemistry Laboratory,[REDACTED],R | 9:00 AM - 11:50 AM | 50-Science &amp; Engineering Room 3628,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,18,18,18
82595,CHM,3120L,CHM 3120L,Quantitative Analytical Chemistry Laboratory,[REDACTED],W | 1:00 PM - 3:50 PM | 50-Science &amp; Engineering Room 3628,Main Campus-UNF,Standard,OPEN,4,14,18,18
82315,CHM,3610,CHM 3610,Inorganic Chemistry,[REDACTED],MW | 3:00 PM - 4:15 PM | 15-John E. Mathews Room 1204,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,24,24,24
82303,CHM,3610L,CHM 3610L,Inorganic Chemistry Laboratory,[REDACTED],F | 9:00 AM - 11:50 AM | 50-Science &amp; Engineering Room 3104,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,12,12,12
82596,CHM,4130,CHM 4130,Modern Analytical Chemistry,[REDACTED],TR | 1:40 PM - 2:55 PM | 57-Petway Hall Room 2010,Main Campus-UNF,Standard,OPEN,1,39,40,40
82597,CHM,4130L,CHM 4130L,Modern Analytical Chemistry Laboratory,[REDACTED],R | 9:00 AM - 11:50 AM | 50-Science &amp; Engineering Room 3516,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,-1,13,12,12
82785,CHM,4130L,CHM 4130L,Modern Analytical Chemistry Laboratory,[REDACTED],F | 1:00 PM - 3:50 PM | 50-Science &amp; Engineering Room 3516,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,-1,13,12,12
82598,CHM,4410,CHM 4410,Physical Chemistry I,[REDACTED],TR | 12:15 PM - 1:30 PM | 4-Skinner-Jones Hall Room 1702,Main Campus-UNF,Standard,OPEN,9,21,30,30
82599,CHM,4410L,CHM 4410L,Physical Chemistry I Laboratory,[REDACTED],M | 9:00 AM - 11:50 AM | 50-Science &amp; Engineering Room 3532,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,12,12,12
82600,CHM,4410L,CHM 4410L,Physical Chemistry I Laboratory,[REDACTED],W | 9:00 AM - 11:50 AM | 50-Science &amp; Engineering Room 3532,Main Campus-UNF,Standard,OPEN,2,10,12,12
83116,CHM,4910,CHM 4910,Chemical Research,[REDACTED],TBA,Main Campus-UNF,Independent,OPEN,8,2,10,10
83119,CHM,4910,CHM 4910,Chemical Research,[REDACTED],TBA,Main Campus-UNF,Independent,OPEN,4,1,5,5
83123,CHM,4910,CHM 4910,Chemical Research,[REDACTED],TBA,Main Campus-UNF,Independent,OPEN,3,7,10,1
83427,CHM,4910,CHM 4910,Chemical Research,[REDACTED],TBA,Main Campus-UNF,Independent,OPEN,2,3,5,1
83434,CHM,4910,CHM 4910,Chemical Research,[REDACTED],TBA,Main Campus-UNF,Independent,OPEN,2,3,5,1
84134,CHM,4910,CHM 4910,Chemical Research,[REDACTED],TBA,Main Campus-UNF,Independent,OPEN,1,1,2,2
84892,CHM,4910,CHM 4910,Chemical Research,[REDACTED],TBA,Main Campus-UNF,Independent,OPEN,2,3,5,0
85008,CHM,4910,CHM 4910,Chemical Research,[REDACTED],TBA,Main Campus-UNF,Independent,OPEN,4,6,10,1
85061,CHM,4910,CHM 4910,Chemical Research,[REDACTED],TBA,Main Campus-UNF,Independent,FULL,0,5,5,0
85112,CHM,4910,CHM 4910,Chemical Research,[REDACTED],TBA,Main Campus-UNF,Independent,OPEN,4,1,5,0
86450,CHM,4910,CHM 4910,Chemical Research,[REDACTED],TBA,Main Campus-UNF,Independent,OPEN,2,3,5,0
86451,CHM,4910,CHM 4910,Chemical Research,[REDACTED],TBA,Main Campus-UNF,Independent,OPEN,4,1,5,0
83077,CHM,4911,CHM 4911,Chemical Research Experience,[REDACTED],TBA,Main Campus-UNF,Independent,OPEN,4,1,5,5
83125,CHM,4911,CHM 4911,Chemical Research Experience,[REDACTED],TBA,Main Campus-UNF,Independent,FULL - WAITLIST AVAILABLE,0,1,1,1
83431,CHM,4911,CHM 4911,Chemical Research Experience,[REDACTED],TBA,Main Campus-UNF,Independent,OPEN,4,1,5,1
83620,CHM,4911,CHM 4911,Chemical Research Experience,[REDACTED],TBA,Main Campus-UNF,Independent,OPEN,2,2,4,2
84127,CHM,4911,CHM 4911,Chemical Research Experience,[REDACTED],TBA,Main Campus-UNF,Independent,OPEN,6,4,10,10
85109,CHM,4911,CHM 4911,Chemical Research Experience,[REDACTED],TBA,Main Campus-UNF,Independent,OPEN,5,0,5,0
85221,CHM,4930,CHM 4930,ST: Nuclear Chemistry,[REDACTED],MW | 4:30 PM - 5:45 PM | 4-Skinner-Jones Hall Room 1701,Main Campus-UNF,Standard,OPEN,5,19,24,18
83020,CHM,4931,CHM 4931,Senior Seminar in Chemistry,[REDACTED],M | 12:00 PM - 12:50 PM | 2-Founders Hall Room 2222,Main Campus-UNF,Standard,OPEN,2,16,18,18
82712,CIS,3949,CIS 3949,Experiential Studies in Computing,[REDACTED],Off Main Campus Room OFF-MC,Off-Campus: Internships,Independent,OPEN,37,3,40,40
85605,CIS,4100,CIS 4100,System Performance and Evaluation,[REDACTED],TR | 3:05 PM - 4:20 PM | 15-John E. Mathews Room 3124,Main Campus-UNF,Standard,OPEN,15,15,30,20
82707,CIS,4327,CIS 4327,Information Systems Senior Project I,[REDACTED],TR | 4:30 PM - 5:45 PM | 15-John E. Mathews Room 3130,Main Campus-UNF,Standard,OPEN,4,36,40,20
82936,CIS,4364,CIS 4364,Intrusion Detection,[REDACTED],TR | 10:50 AM - 12:05 PM | 4-Skinner-Jones Hall Room 1703,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,-2,37,35,50
83278,CIS,4364,CIS 4364,Intrusion Detection,[REDACTED],TR | 9:25 AM - 10:40 AM | 15-John E. Mathews Room 1205,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,-1,41,40,50
83277,CIS,4365,CIS 4365,Computer Security Policies and Disaster Preparedness,[REDACTED],TR | 3:05 PM - 4:20 PM | 15-John E. Mathews Room 1205,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,40,40,100
86122,CIS,4365,CIS 4365,Computer Security Policies and Disaster Preparedness,[REDACTED],TR | 3:05 PM - 4:20 PM | 51-Social Sciences Room 1101,Main Campus-UNF,Standard,OPEN,11,29,40,40
82937,CIS,4366,CIS 4366,Computer Forensics,[REDACTED],TR | 10:50 AM - 12:05 PM | 15-John E. Mathews Room 2202,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,30,30,50
83114,CIS,4366,CIS 4366,Computer Forensics,[REDACTED],MW | 12:00 PM - 1:15 PM | 15-John E. Mathews Room 2202,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,30,30,50
83224,CIS,4366,CIS 4366,Computer Forensics,[REDACTED],MW | 6:00 PM - 7:15 PM | 15-John E. Mathews Room 2202,Main Campus-UNF,Standard,OPEN,10,20,30,50
85000,CIS,4900,CIS 4900,Directed Independent Study,[REDACTED],TBA,Main Campus-UNF,Independent,OPEN,9,1,10,5
86105,CIS,4900,CIS 4900,Directed Independent Study,[REDACTED],TBA,Main Campus-UNF,Independent,OPEN,9,1,10,5
86402,CIS,4900,CIS 4900,Directed Independent Study,[REDACTED],TBA,Main Campus-UNF,Independent,OPEN,9,1,10,5
84097,CIS,4930,CIS 4930,ST: Programming for FinTech,[REDACTED],MW | 4:30 PM - 5:45 PM | 15-John E. Mathews Room 1205,Main Campus-UNF,Standard,OPEN,21,19,40,20
85699,CIS,4930,CIS 4930,ST: Virtual Reality,[REDACTED],TR | 3:05 PM - 4:20 PM | 15-John E. Mathews Room 3126,Main Campus-UNF,Standard,OPEN,23,7,30,10
84627,CIS,4955,CIS 4955,Computing Honors,[REDACTED],TBA,Main Campus-UNF,Independent,OPEN,27,13,40,10
84966,CIS,5930,CIS 5930,ST: Intrusion Detection,[REDACTED],TR | 10:50 AM - 12:05 PM | 4-Skinner-Jones Hall Room 1703,Main Campus-UNF,Standard,OPEN,6,9,15,10
85702,CIS,5930,CIS 5930,ST: Reinforcement Learning,[REDACTED],W | 6:00 PM - 8:45 PM | 15-John E. Mathews Room 1202,Main Campus-UNF,Standard,OPEN,21,9,30,10
86381,CIS,5949,CIS 5949,Experiential Studies in Computing,[REDACTED],Off Main Campus Room OFF-MC,Off-Campus: Internships,Independent,OPEN,4,1,5,5
84631,CIS,6900,CIS 6900,Directed Individual Study,[REDACTED],TBA,Main Campus-UNF,Independent,OPEN,9,1,10,5
86114,CIS,6900,CIS 6900,Directed Individual Study,[REDACTED],TBA,Main Campus-UNF,Independent,OPEN,8,2,10,5
86434,CIS,6900,CIS 6900,Directed Individual Study,[REDACTED],TBA,Main Campus-UNF,Independent,OPEN,8,2,10,5
82938,CIS,6913,CIS 6913,Research Methods in Computing,[REDACTED],M | 6:00 PM - 8:45 PM | 15-John E. Mathews Room 3130,Main Campus-UNF,Standard,OPEN,1,60,61,20
84897,CIS,6917,CIS 6917,Research Experiences I,[REDACTED],TBA,Main Campus-UNF,Independent,OPEN,4,6,10,5
86102,CIS,6917,CIS 6917,Research Experiences I,[REDACTED],TBA,Main Campus-UNF,Independent,OPEN,7,3,10,5
86331,CIS,6917,CIS 6917,Research Experiences I,[REDACTED],TBA,Main Campus-UNF,Independent,OPEN,7,3,10,5
86364,CIS,6917,CIS 6917,Research Experiences I,[REDACTED],TBA,Main Campus-UNF,Independent,OPEN,8,2,10,5
86365,CIS,6917,CIS 6917,Research Experiences I,[REDACTED],TBA,Main Campus-UNF,Independent,OPEN,8,2,10,5
86433,CIS,6917,CIS 6917,Research Experiences I,[REDACTED],TBA,Main Campus-UNF,Independent,OPEN,6,4,10,5
86504,CIS,6917,CIS 6917,Research Experiences I,[REDACTED],TBA,Main Campus-UNF,Independent,OPEN,9,1,10,5
85703,CIS,6918,CIS 6918,Research Experiences II,[REDACTED],TBA,Main Campus-UNF,Independent,OPEN,5,5,10,5
86077,CIS,6918,CIS 6918,Research Experiences II,[REDACTED],TBA,Main Campus-UNF,Independent,OPEN,8,2,10,5
86091,CIS,6918,CIS 6918,Research Experiences II,[REDACTED],TBA,Main Campus-UNF,Independent,OPEN,9,1,10,5
86092,CIS,6918,CIS 6918,Research Experiences II,[REDACTED],TBA,Main Campus-UNF,Independent,OPEN,8,2,10,5
86093,CIS,6918,CIS 6918,Research Experiences II,[REDACTED],TBA,Main Campus-UNF,Independent,OPEN,8,2,10,5
86118,CIS,6918,CIS 6918,Research Experiences II,[REDACTED],TBA,Main Campus-UNF,Independent,OPEN,8,2,10,5
86330,CIS,6918,CIS 6918,Research Experiences II,[REDACTED],TBA,Main Campus-UNF,Independent,OPEN,7,3,10,5
86334,CIS,6918,CIS 6918,Research Experiences II,[REDACTED],TBA,Main Campus-UNF,Independent,OPEN,8,2,10,5
86335,CIS,6918,CIS 6918,Research Experiences II,[REDACTED],TBA,Main Campus-UNF,Independent,OPEN,8,2,10,5
86463,CIS,6918,CIS 6918,Research Experiences II,[REDACTED],TBA,Main Campus-UNF,Independent,OPEN,8,2,10,5
85603,CIS,6930,CIS 6930,ST: Applied Deep Learning,[REDACTED],T | 4:30 PM - 7:15 PM | 42-Coggin College of Business Room 1116,Main Campus-UNF,Standard,OPEN,21,19,40,20
86329,CIS,6970,CIS 6970,Thesis,[REDACTED],TBA,Main Campus-UNF,Independent,OPEN,8,2,10,5
86382,CIS,6970,CIS 6970,Thesis,[REDACTED],TBA,Main Campus-UNF,Independent,FULL - WAITLIST AVAILABLE,0,1,1,5
86489,CIS,6970,CIS 6970,Thesis,[REDACTED],TBA,Main Campus-UNF,Independent,OPEN,9,1,10,5
86507,CIS,6970,CIS 6970,Thesis,[REDACTED],TBA,Main Campus-UNF,Independent,OPEN,10,0,10,5
86151,CIS,7980,CIS 7980,Dissertation Research,[REDACTED],TBA,Main Campus-UNF,Independent,OPEN,9,1,10,5
86333,CIS,7980,CIS 7980,Dissertation Research,[REDACTED],TBA,Main Campus-UNF,Independent,OPEN,8,2,10,5
86366,CIS,7980,CIS 7980,Dissertation Research,[REDACTED],TBA,Main Campus-UNF,Independent,OPEN,4,1,5,5
86435,CIS,7980,CIS 7980,Dissertation Research,[REDACTED],TBA,Main Campus-UNF,Independent,OPEN,4,1,5,5
83701,CJC,4015,CJC 4015,Correctional Systems and Processes,[REDACTED],R | 6:00 PM - 8:45 PM | 2-Founders Hall Room 2212,Main Campus-UNF,Standard,OPEN,21,19,40,40
83699,CJE,4017,CJE 4017,Law Enforcement Systems and Processes,[REDACTED],T | 6:00 PM - 8:45 PM | 2-Founders Hall Room 2212,Main Campus-UNF,Standard,OPEN,21,19,40,40
82286,CJJ,3010,CJJ 3010,Juvenile Delinquency and Juvenile Justice,[REDACTED],MW | 12:00 PM - 1:15 PM | 2-Founders Hall Room 1017,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,40,40,40
82409,CJJ,3010,CJJ 3010,Juvenile Delinquency and Juvenile Justice,[REDACTED],TR | 10:50 AM - 12:05 PM | 2-Founders Hall Room 1017,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,40,40,40
82585,CLP,2180,CLP 2180,Stress Management,[REDACTED],MW | 3:00 PM - 4:15 PM | 39A-J. Brooks Brown Hall Addit Room 1028,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,50,50,50
82291,CLP,4134,CLP 4134,Childhood Psychopathology,[REDACTED],TR | 10:50 AM - 12:05 PM | 2-Founders Hall Room 2216,Main Campus-UNF,Standard,OPEN,13,27,40,40
83092,CLP,4134,CLP 4134,Childhood Psychopathology,[REDACTED],TR | 1:40 PM - 2:55 PM | 2-Founders Hall Room 1017,Main Campus-UNF,Standard,OPEN,3,37,40,40
82356,CLP,4143,CLP 4143,Psychology of Abnormal Behavior,[REDACTED],TR | 9:25 AM - 10:40 AM | 2-Founders Hall Room 1018,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,-1,51,50,50
82709,CNT,4504,CNT 4504,Computer Networks,[REDACTED],TR | 4:30 PM - 5:45 PM | 4-Skinner-Jones Hall Room 1706,Main Campus-UNF,Standard,OPEN,1,54,55,20
82833,CNT,4504,CNT 4504,Computer Networks,[REDACTED],MW | 3:00 PM - 4:15 PM | 57-Petway Hall Room 2010,Main Campus-UNF,Standard,OPEN,2,38,40,10
85644,CNT,5505,CNT 5505,Computer Networks and Distributed Processing,[REDACTED],R | 6:00 PM - 8:45 PM | 15-John E. Mathews Room 3124,Main Campus-UNF,Standard,OPEN,13,17,30,10
83465,COM,3332,COM 3332,Mediated Communication,[REDACTED],TR | 9:25 AM - 10:40 AM | 51-Social Sciences Room 1101,Main Campus-UNF,Standard,OPEN,3,27,30,20
84221,COM,4430,COM 4430,Global Communication in the Age of AI,[REDACTED],M | 6:00 PM - 8:45 PM | 14D-Andrew A. Robinson Center Room 1015,Main Campus-UNF,Standard,OPEN,4,16,20,10
83711,COM,4945,COM 4945,Internship Senior Project,[REDACTED],Off Main Campus Room OFF-MC,Off-Campus: Internships,Independent,OPEN,1,9,10,5
83712,COM,5126,COM 5126,Organizational Communication,[REDACTED],W | 6:00 PM - 8:45 PM | 14D-Andrew A. Robinson Center Room 1016,Main Campus-UNF,Standard,OPEN,7,13,20,20
82197,COP,2220,COP 2220,Programming I,[REDACTED],MW | 12:00 PM - 1:15 PM | 15-John E. Mathews Room 1303; M | 1:30 PM - 3:30 PM | 15-John E. Mathews Room 2203,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,32,32,5
82198,COP,2220,COP 2220,Programming I,[REDACTED],MW | 12:00 PM - 1:15 PM | 15-John E. Mathews Room 1303; M | 3:45 PM - 5:45 PM | 15-John E. Mathews Room 2203,Main Campus-UNF,Standard,OPEN,2,30,32,5
82578,COP,2220,COP 2220,Programming I,[REDACTED],MW | 12:00 PM - 1:15 PM | 15-John E. Mathews Room 1303; M | 6:00 PM - 8:00 PM | 15-John E. Mathews Room 2203,Main Campus-UNF,Standard,OPEN,8,24,32,5
82580,COP,2220,COP 2220,Programming I,[REDACTED],MW | 12:00 PM - 1:15 PM | 15-John E. Mathews Room 1303; W | 1:30 PM - 3:30 PM | 15-John E. Mathews Room 2203,Main Campus-UNF,Standard,OPEN,1,31,32,5
82656,COP,2220,COP 2220,Programming I,[REDACTED],MW | 12:00 PM - 1:15 PM | 15-John E. Mathews Room 1303; W | 3:45 PM - 5:45 PM | 15-John E. Mathews Room 2203,Main Campus-UNF,Standard,OPEN,3,29,32,5
82808,COP,2220,COP 2220,Programming I,[REDACTED],TR | 9:25 AM - 10:40 AM | 15-John E. Mathews Room 1303; T | 12:00 PM - 2:00 PM | 15-John E. Mathews Room 2203,Main Campus-UNF,Standard,OPEN,2,30,32,5
82809,COP,2220,COP 2220,Programming I,[REDACTED],TR | 9:25 AM - 10:40 AM | 15-John E. Mathews Room 1303; T | 2:15 PM - 4:15 PM | 15-John E. Mathews Room 2203,Main Campus-UNF,Standard,OPEN,5,27,32,5
82810,COP,2220,COP 2220,Programming I,[REDACTED],TR | 9:25 AM - 10:40 AM | 15-John E. Mathews Room 1303; T | 4:30 PM - 6:30 PM | 15-John E. Mathews Room 2203,Main Campus-UNF,Standard,OPEN,25,7,32,5
82811,COP,2220,COP 2220,Programming I,[REDACTED],TR | 9:25 AM - 10:40 AM | 15-John E. Mathews Room 1303; R | 12:00 PM - 2:00 PM | 15-John E. Mathews Room 2203,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,32,32,5
82939,COP,2220,COP 2220,Programming I,[REDACTED],TR | 9:25 AM - 10:40 AM | 15-John E. Mathews Room 1303; R | 2:15 PM - 4:15 PM | 15-John E. Mathews Room 2203,Main Campus-UNF,Standard,OPEN,19,13,32,5
83045,COP,3404,COP 3404,Systems Programming,[REDACTED],TR | 10:50 AM - 12:05 PM | 15-John E. Mathews Room 1303,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,-2,52,50,10
83113,COP,3404,COP 3404,Systems Programming,[REDACTED],TR | 1:40 PM - 2:55 PM | 15-John E. Mathews Room 1203,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,42,42,10
82710,COP,3503,COP 3503,Programming II,[REDACTED],TR | 10:50 AM - 12:05 PM | 15-John E. Mathews Room 3130; T | 3:05 PM - 4:20 PM | 15-John E. Mathews Room 3130,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,30,30,10
83068,COP,3503,COP 3503,Programming II,[REDACTED],TR | 10:50 AM - 12:05 PM | 15-John E. Mathews Room 3130; R | 3:05 PM - 4:20 PM | 15-John E. Mathews Room 3130,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,30,30,10
83069,COP,3503,COP 3503,Programming II,[REDACTED],MW | 12:00 PM - 1:15 PM | 15-John E. Mathews Room 3130; M | 1:30 PM - 2:45 PM | 15-John E. Mathews Room 3130,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,-1,31,30,10
83070,COP,3503,COP 3503,Programming II,[REDACTED],MW | 12:00 PM - 1:15 PM | 15-John E. Mathews Room 3130; W | 1:30 PM - 2:45 PM | 15-John E. Mathews Room 3130,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,30,30,10
