CRN,Subject,Course Number,Course,Title,Instructor,Meeting Times,Campus,Instructional Method,Status,Seats Available,Enrollment,Maximum Enrollment,Waitlist Available
84112,EEE,3308,EEE 3308,Microelectronics I,[REDACTED],MW | 1:30 PM - 2:45 PM | 4-Skinner-Jones Hall Room 1704,Main Campus-UNF,Standard,OPEN,18,47,65,5
84116,EEL,3013,EEL 3013,Modeling and Simulation in Electrical Engineering,[REDACTED],TR | 12:15 PM - 1:30 PM | 4-Skinner-Jones Hall Room 2305,Main Campus-UNF,Standard,OPEN,3,37,40,5
82149,EEL,3111,EEL 3111,Circuit Analysis I,[REDACTED],MW | 12:00 PM - 1:15 PM | 4-Skinner-Jones Hall Room 1706,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,80,80,5
82150,EEL,3112,EEL 3112,Circuit Analysis II,[REDACTED],TR | 3:05 PM - 4:20 PM | 39-J. Brooks Brown Hall Room 1026A,Main Campus-UNF,Standard,OPEN,10,40,50,5
82661,EEL,3117L,EEL 3117L,Electrical Circuits Laboratory,[REDACTED],T | 9:25 AM - 12:05 PM | 4-Skinner-Jones Hall Room 4304,Main Campus-UNF,Standard,OPEN,1,27,28,10
83719,EEL,3117L,EEL 3117L,Electrical Circuits Laboratory,[REDACTED],R | 9:25 AM - 12:05 PM | 4-Skinner-Jones Hall Room 4304,Main Campus-UNF,Standard,OPEN,7,21,28,10
82402,EEL,3216,EEL 3216,Introduction to Power Systems,[REDACTED],TR | 1:40 PM - 2:55 PM | 15-John E. Mathews Room 1304,Main Campus-UNF,Standard,OPEN,6,54,60,10
83606,EEL,3701,EEL 3701,Introduction to Digital Systems,[REDACTED],MW | 3:00 PM - 4:15 PM | 4-Skinner-Jones Hall Room 1704,Main Campus-UNF,Standard,OPEN,8,57,65,10
82559,EEL,3701L,EEL 3701L,Introduction to Digital Systems Lab,[REDACTED],M | 9:00 AM - 11:40 AM | 4-Skinner-Jones Hall Room 4304,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,30,30,10
83695,EEL,3701L,EEL 3701L,Introduction to Digital Systems Lab,[REDACTED],W | 9:00 AM - 11:40 AM | 4-Skinner-Jones Hall Room 4304,Main Campus-UNF,Standard,OPEN,4,26,30,10
82403,EEL,4514,EEL 4514,Communication Systems,[REDACTED],MW | 12:00 PM - 1:15 PM | 57-Petway Hall Room 2050,Main Campus-UNF,Standard,OPEN,7,33,40,5
82759,EEL,4514L,EEL 4514L,Analog and Digital Communications Laboratory,[REDACTED],M | 9:00 AM - 11:40 AM | 4-Skinner-Jones Hall Room 4303,Main Campus-UNF,Standard,OPEN,4,16,20,14
84169,EEL,4514L,EEL 4514L,Analog and Digital Communications Laboratory,[REDACTED],W | 9:00 AM - 11:40 AM | 4-Skinner-Jones Hall Room 4303,Main Campus-UNF,Standard,OPEN,3,17,20,14
82570,EEL,4657,EEL 4657,Linear Control Systems,[REDACTED],TR | 12:15 PM - 1:30 PM | 4-Skinner-Jones Hall Room 1703,Main Campus-UNF,Standard,OPEN,7,33,40,5
84970,EEL,4657L,EEL 4657L,Linear Control Systems Lab,[REDACTED],W | 1:30 PM - 4:15 PM | 4-Skinner-Jones Hall Room 2305,Main Campus-UNF,Standard,OPEN,7,33,40,5
86149,EEL,4829,EEL 4829,Digital Image Processing,[REDACTED],MW | 4:30 PM - 5:45 PM | 4-Skinner-Jones Hall Room 2306,Main Campus-UNF,Standard,OPEN,12,3,15,5
84712,EEL,4905,EEL 4905,Undergraduate Supervised Research,[REDACTED],TBA,Main Campus-UNF,Independent,OPEN,8,2,10,5
85390,EEL,4905,EEL 4905,Undergraduate Supervised Research,[REDACTED],TBA,Main Campus-UNF,Independent,OPEN,8,2,10,5
85392,EEL,4905,EEL 4905,Undergraduate Supervised Research,[REDACTED],TBA,Main Campus-UNF,Independent,OPEN,7,3,10,5
82151,EEL,4914,EEL 4914,Senior Capstone Design I,[REDACTED],TR | 9:25 AM - 12:05 PM | 15-John E. Mathews Room 1304,Main Campus-UNF,Standard,OPEN,12,28,40,5
83454,EEL,4949,EEL 4949,Electrical Engineering Internship,[REDACTED],Off Main Campus Room OFF-MC,Off-Campus: Internships,Independent,OPEN,3,2,5,5
86359,EEL,5820,EEL 5820,Digital Image Processing,[REDACTED],MW | 4:30 PM - 5:45 PM | 4-Skinner-Jones Hall Room 2306,Main Campus-UNF,Standard,OPEN,3,2,5,5
86418,EEL,6901,EEL 6901,Directed Independent Study,[REDACTED],TBA,Main Campus-UNF,Independent,OPEN,4,1,5,0
86338,EEL,6970,EEL 6970,Master&#39;s Thesis Proposal Development,[REDACTED],TBA,Main Campus-UNF,Independent,FULL,0,1,1,0
85404,EEL,6972,EEL 6972,Master&#39;s Thesis,[REDACTED],TBA,Main Campus-UNF,Independent,OPEN,3,2,5,5
83054,EEX,3005,EEX 3005,Introduction to Disabilities,[REDACTED],Online,Distance Learning,Online (DL),OPEN,3,32,35,5
84767,EEX,3005,EEX 3005,Introduction to Disabilities,[REDACTED],W | 12:00 PM - 2:45 PM | 57-Petway Hall Room 1210; W | 12:00 PM - 2:45 PM | 57-Petway Hall Room 1210; W | 12:00 PM - 2:45 PM | 57-Petway Hall Room 1210; W | 12:00 PM - 2:45 PM | 57-Petway Hall Room 1210; W | 12:00 PM - 2:45 PM | 57-Petway Hall Room 1210; W | 12:00 PM - 2:45 PM | 57-Petway Hall Room 1210; W | 12:00 PM - 2:45 PM | 57-Petway Hall Room 1210; Online,Hybrid - On Campus/Online,Hybrid,OPEN,17,9,26,0
86300,EEX,3005,EEX 3005,Introduction to Disabilities,[REDACTED],M | 12:00 PM - 2:45 PM | 57-Petway Hall Room 3430; M | 12:00 PM - 2:45 PM | 57-Petway Hall Room 3430; M | 12:00 PM - 2:45 PM | 57-Petway Hall Room 3430; M | 12:00 PM - 2:45 PM | 57-Petway Hall Room 3430; M | 12:00 PM - 2:45 PM | 57-Petway Hall Room 3430; M | 12:00 PM - 2:45 PM | 57-Petway Hall Room 3430; Online,Hybrid - On Campus/Online,Hybrid,OPEN,13,12,25,0
83463,EEX,3070,EEX 3070,Inclusion of Individuals with Disabilities,[REDACTED],Online,Distance Learning,Online (DL),OPEN,18,12,30,5
83831,EEX,3846,EEX 3846,Clinical: Employment and Law,[REDACTED],Off Main Campus Room OFF-MC,Off-Campus: Internships,Independent,FULL - WAITLIST AVAILABLE,-1,11,10,5
85566,EEX,4024,EEX 4024,Disability Laws and Policies,[REDACTED],Online,Distance Learning,Online (DL),OPEN,10,20,30,5
84171,EEX,4240,EEX 4240,Literacy Instruction and Intervention for Readers,[REDACTED],R | 6:00 PM - 8:45 PM | Online,Distance Learning,Live Online,OPEN,23,7,30,0
84168,EEX,4254,EEX 4254,Emergent and Early Literacy Instruction and Intervention for All Learners,[REDACTED],W | 3:00 PM - 5:45 PM | 57-Petway Hall Room 2500,Main Campus-UNF,Standard,OPEN,23,7,30,0
84161,EEX,4255,EEX 4255,High-Leverage Instructional Practices and Individual Planning for Learners with Exceptionalities,[REDACTED],Online,Distance Learning,Online (DL),OPEN,15,5,20,5
83976,EEX,4257,EEX 4257,Literacy Assessment for All Learners,[REDACTED],W | 6:00 PM - 8:45 PM | Online,Distance Learning,Live Online,OPEN,15,10,25,5
83925,EEX,4275,EEX 4275,Instructional Strategies for Teaching Exceptional Learners in General Education Settings,[REDACTED],Online,Distance Learning,Online (DL),OPEN,5,35,40,5
85837,EEX,4275,EEX 4275,Instructional Strategies for Teaching Exceptional Learners in General Education Settings,[REDACTED],Online,Distance Learning,Online (DL),OPEN,7,33,40,0
85838,EEX,4281,EEX 4281,Career Development and Transition for Learners with Exceptionalities,[REDACTED],F | 10:00 AM - 12:45 PM | 57-Petway Hall Room 1250,Main Campus-UNF,Standard,OPEN,19,6,25,5
85839,EEX,4474,EEX 4474,Teaching Students with Moderate to Severe Disabilities,[REDACTED],Online,Distance Learning,Online (DL),OPEN,18,7,25,5
83926,EEX,4604,EEX 4604,Classroom and Behavior Management,[REDACTED],M | 6:00 PM - 8:45 PM | 57-Petway Hall Room 1100B,Main Campus-UNF,Standard,OPEN,12,8,20,5
86015,EEX,4840,EEX 4840,Literacy Practicum for All Learners,[REDACTED],Online,Distance Learning,Independent,OPEN,17,3,20,5
84225,EEX,4845,EEX 4845,Clinical: Senior Capstone,[REDACTED],Off Main Campus Room OFF-MC,Off-Campus: Internships,Independent,OPEN,23,2,25,5
83927,EEX,5075,EEX 5075,Teaching Students with Exceptionalities in Inclusive Settings,[REDACTED],Online,Distance Learning,Online (DL),FULL - WAITLIST AVAILABLE,0,32,32,5
84042,EEX,5665,EEX 5665,Classroom and Behavior Management,[REDACTED],M | 6:00 PM - 8:45 PM | 57-Petway Hall Room 1100B,Main Campus-UNF,Standard,OPEN,4,16,20,5
83982,EEX,6259,EEX 6259,Literacy II for Students with Exceptionalities,[REDACTED],R | 6:00 PM - 8:45 PM | Online,Distance Learning,Live Online,OPEN,17,3,20,0
83928,EEX,6841,EEX 6841,Practicum in Special Education,[REDACTED],Off Main Campus Room OFF-MC,Off-Campus: Internships,Independent,OPEN,10,3,13,4
86152,EEX,6993,EEX 6993,Exp: Teaching Mod/Severe Disab,[REDACTED],Online,Distance Learning,Online (DL),OPEN,6,9,15,0
82524,EGN,1001C,EGN 1001C,Introduction to Engineering I,[REDACTED],MW | 9:00 AM - 9:50 AM | 42-Coggin College of Business Room 1020; M | 10:00 AM - 11:15 AM | 4-Skinner-Jones Hall Room 1601,Main Campus-UNF,Standard,OPEN,1,35,36,5
82760,EGN,1001C,EGN 1001C,Introduction to Engineering I,[REDACTED],MW | 9:00 AM - 9:50 AM | 42-Coggin College of Business Room 1020; M | 12:00 PM - 1:15 PM | 4-Skinner-Jones Hall Room 1601,Main Campus-UNF,Standard,OPEN,2,34,36,5
83074,EGN,1001C,EGN 1001C,Introduction to Engineering I,[REDACTED],MW | 9:00 AM - 9:50 AM | 42-Coggin College of Business Room 1020; W | 10:00 AM - 11:15 AM | 4-Skinner-Jones Hall Room 1601,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,36,36,5
83456,EGN,1001C,EGN 1001C,Introduction to Engineering I,[REDACTED],MW | 9:00 AM - 9:50 AM | 42-Coggin College of Business Room 1020; T | 1:40 PM - 2:55 PM | 4-Skinner-Jones Hall Room 1601,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,36,36,5
83742,EGN,1001C,EGN 1001C,Introduction to Engineering I,[REDACTED],MW | 9:00 AM - 9:50 AM | 42-Coggin College of Business Room 1020; R | 1:40 PM - 2:55 PM | 4-Skinner-Jones Hall Room 1601,Main Campus-UNF,Standard,OPEN,2,34,36,5
86157,EGN,1001C,EGN 1001C,Introduction to Engineering I,[REDACTED],MW | 9:00 AM - 9:50 AM | 42-Coggin College of Business Room 1020; W | 12:00 PM - 1:15 PM | 4-Skinner-Jones Hall Room 1601,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,36,36,5
82902,EGN,3203,EGN 3203,Modern Computational Methods,[REDACTED],TR | 3:05 PM - 4:20 PM | 4-Skinner-Jones Hall Room 2305,Main Campus-UNF,Standard,FULL,0,40,40,0
84177,EGN,3203,EGN 3203,Modern Computational Methods,[REDACTED],TR | 3:05 PM - 4:20 PM | 4-Skinner-Jones Hall Room 2306,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,20,20,20
82074,EGN,3311,EGN 3311,Statics,[REDACTED],TR | 12:15 PM - 1:30 PM | 4-Skinner-Jones Hall Room 1706,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,55,55,5
82896,EGN,3311,EGN 3311,Statics,[REDACTED],TR | 1:40 PM - 2:55 PM | 51-Social Sciences Room 1104,Main Campus-UNF,Standard,OPEN,4,42,46,5
82075,EGN,3321,EGN 3321,Dynamics,[REDACTED],TR | 10:50 AM - 12:05 PM | 15-John E. Mathews Room 1205,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,40,40,5
82903,EGN,3321,EGN 3321,Dynamics,[REDACTED],TR | 12:15 PM - 1:30 PM | 15-John E. Mathews Room 1205,Main Campus-UNF,Standard,OPEN,3,37,40,5
82525,EGN,3331,EGN 3331,Strength of Materials,[REDACTED],MW | 3:00 PM - 4:15 PM | 4-Skinner-Jones Hall Room 1702,Main Campus-UNF,Standard,OPEN,17,18,35,5
82904,EGN,3331,EGN 3331,Strength of Materials,[REDACTED],MW | 1:30 PM - 2:45 PM | 15-John E. Mathews Room 1206,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,36,36,5
85686,EHD,4290,EHD 4290,Differentiating Literacy Instruction for Deaf and Hard of Hearing Students,[REDACTED],M | 9:00 AM - 11:45 AM | Off Main Campus Room OFF-MC,Off-Campus: Internships,Independent,OPEN,6,4,10,5
84579,EHD,4291,EHD 4291,Content Area Curriculum &amp; Instruction for DHH Students,[REDACTED],W | 6:00 PM - 8:45 PM | 57-Petway Hall Room 2080,Main Campus-UNF,Standard,OPEN,23,7,30,0
83930,EHD,4311,EHD 4311,Psychology and Education of the Deaf,[REDACTED],Online,Distance Learning,Online (DL),OPEN,12,13,25,5
83274,EIN,3003,EIN 3003,Fundamentals of Industrial Engineering,[REDACTED],MW | 1:30 PM - 2:45 PM | 4-Skinner-Jones Hall Room 2307,Main Campus-UNF,Standard,OPEN,5,15,20,5
85035,EIN,3801,EIN 3801,Additive and Netshape Manufacturing,[REDACTED],TR | 12:15 PM - 1:30 PM | 4-Skinner-Jones Hall Room 2306,Main Campus-UNF,Standard,OPEN,5,10,15,5
85900,EIN,3801L,EIN 3801L,Additive and Netshape Manufacturing Laboratory,[REDACTED],W | 10:30 AM - 11:45 AM | 4-Skinner-Jones Hall Room 2306,Main Campus-UNF,Standard,OPEN,7,8,15,5
83457,EIN,4602C,EIN 4602C,Control of Machinery for Manufacturing,[REDACTED],MW | 3:00 PM - 4:15 PM | 4-Skinner-Jones Hall Room 2307,Main Campus-UNF,Standard,OPEN,3,12,15,5
83246,EMA,3010,EMA 3010,Introduction to Materials Science and Engineering,[REDACTED],TR | 8:00 AM - 9:15 AM | 51-Social Sciences Room 1205,Main Campus-UNF,Standard,OPEN,10,60,70,5
83722,EMA,3010,EMA 3010,Introduction to Materials Science and Engineering,[REDACTED],TR | 9:25 AM - 10:40 AM | 51-Social Sciences Room 1205,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,70,70,10
83223,EMA,5104,EMA 5104,Advanced Materials Principles I,[REDACTED],TR | 9:25 AM - 10:40 AM | 50-Science &amp; Engineering Room 2400,Main Campus-UNF,Standard,OPEN,12,8,20,20
83459,EMA,5504,EMA 5504,Materials Characterization,[REDACTED],TR | 10:50 AM - 12:05 PM | 50-Science &amp; Engineering Room 1402,Main Campus-UNF,Standard,OPEN,2,13,15,15
86044,EMA,6971,EMA 6971,Graduate Thesis Research,[REDACTED],TBA,Main Campus-UNF,Independent,FULL - WAITLIST AVAILABLE,0,1,1,1
86045,EMA,6971,EMA 6971,Graduate Thesis Research,[REDACTED],TBA,Main Campus-UNF,Independent,FULL - WAITLIST AVAILABLE,0,1,1,1
86046,EMA,6971,EMA 6971,Graduate Thesis Research,[REDACTED],TBA,Main Campus-UNF,Independent,OPEN,1,1,2,2
86142,EMA,6971,EMA 6971,Graduate Thesis Research,[REDACTED],TBA,Main Campus-UNF,Independent,OPEN,1,2,3,3
86153,EMA,6971,EMA 6971,Graduate Thesis Research,[REDACTED],TBA,Main Campus-UNF,Independent,FULL - WAITLIST AVAILABLE,0,1,1,1
86170,EMA,6971,EMA 6971,Graduate Thesis Research,[REDACTED],TBA,Main Campus-UNF,Independent,FULL - WAITLIST AVAILABLE,0,1,1,1
86226,EMA,6971,EMA 6971,Graduate Thesis Research,[REDACTED],TBA,Main Campus-UNF,Independent,FULL - WAITLIST AVAILABLE,0,1,1,1
86227,EMA,6971,EMA 6971,Graduate Thesis Research,[REDACTED],TBA,Main Campus-UNF,Independent,FULL - WAITLIST AVAILABLE,0,2,2,1
86275,EMA,6971,EMA 6971,Graduate Thesis Research,[REDACTED],TBA,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,1,1,1
86288,EMA,6971,EMA 6971,Graduate Thesis Research,[REDACTED],TBA,Main Campus-UNF,Independent,FULL - WAITLIST AVAILABLE,0,1,1,1
86323,EMA,6971,EMA 6971,Graduate Thesis Research,[REDACTED],TBA,Main Campus-UNF,Independent,FULL - WAITLIST AVAILABLE,0,1,1,1
86347,EMA,6971,EMA 6971,Graduate Thesis Research,[REDACTED],TBA,Main Campus-UNF,Independent,FULL - WAITLIST AVAILABLE,0,1,1,1
86406,EMA,6971,EMA 6971,Graduate Thesis Research,[REDACTED],TBA,Main Campus-UNF,Independent,FULL - WAITLIST AVAILABLE,0,1,1,1
86062,EMA,6973,EMA 6973,Graduate Thesis Defense,[REDACTED],TBA,Main Campus-UNF,Independent,FULL - WAITLIST AVAILABLE,0,1,1,1
86385,EMA,6973,EMA 6973,Graduate Thesis Defense,[REDACTED],TBA,Main Campus-UNF,Independent,FULL - WAITLIST AVAILABLE,0,1,1,1
83216,EME,2040,EME 2040,Introduction to Educational Technology for Learning Professionals,[REDACTED],Online,Distance Learning,Online (DL),OPEN,13,17,30,5
84769,EME,2040,EME 2040,Introduction to Educational Technology for Learning Professionals,[REDACTED],Online,Distance Learning,Online (DL),OPEN,3,27,30,5
86074,EME,3351,EME 3351,Adult Learning Theory and Curriculum Development,[REDACTED],Online,Distance Learning,Online (DL),OPEN,26,4,30,0
86075,EME,4043,EME 4043,Instructional Technology Leadership,[REDACTED],Online,Distance Learning,Online (DL),OPEN,28,2,30,0
84564,EME,6344,EME 6344,Lifelong Learning and Professional Development,[REDACTED],Online,Distance Learning,Online (DL),OPEN,5,25,30,5
84297,EME,6601,EME 6601,Instructional Design and Applications,[REDACTED],Online,Distance Learning,Online (DL),OPEN,5,25,30,5
85744,EME,6678,EME 6678,Effective Training Design and Development,[REDACTED],Online,Distance Learning,Online (DL),OPEN,1,31,32,5
82691,EML,3015,EML 3015,Fluids,[REDACTED],TR | 1:40 PM - 2:55 PM | 4-Skinner-Jones Hall Room 1704,Main Campus-UNF,Standard,OPEN,9,56,65,5
82959,EML,3100,EML 3100,Thermodynamics I,[REDACTED],TR | 4:30 PM - 5:45 PM | 4-Skinner-Jones Hall Room 1705,Main Campus-UNF,Standard,OPEN,22,53,75,10
82761,EML,3101,EML 3101,Thermodynamics II,[REDACTED],MW | 3:00 PM - 4:15 PM | 15-John E. Mathews Room 1205,Main Campus-UNF,Standard,OPEN,9,31,40,5
83035,EML,3101,EML 3101,Thermodynamics II,[REDACTED],TR | 9:25 AM - 10:40 AM | 4-Skinner-Jones Hall Room 1704,Main Campus-UNF,Standard,OPEN,12,28,40,5
82076,EML,3535C,EML 3535C,Modern Engineering CAD,[REDACTED],Online,Distance Learning,Online (DL),OPEN,1,74,75,5
83036,EML,4301C,EML 4301C,Control of Machinery,[REDACTED],TR | 1:40 PM - 2:55 PM | 4-Skinner-Jones Hall Room 4302,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,35,35,10
83166,EML,4301C,EML 4301C,Control of Machinery,[REDACTED],TR | 12:15 PM - 1:30 PM | 4-Skinner-Jones Hall Room 4302,Main Campus-UNF,Standard,OPEN,1,34,35,10
82692,EML,4304L,EML 4304L,Thermal Sciences Laboratory I,[REDACTED],M | 12:00 PM - 1:15 PM | 4-Skinner-Jones Hall Room 4302,Main Campus-UNF,Standard,OPEN,1,13,14,8
82693,EML,4304L,EML 4304L,Thermal Sciences Laboratory I,[REDACTED],W | 12:00 PM - 1:15 PM | 4-Skinner-Jones Hall Room 4302,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,14,14,8
82762,EML,4304L,EML 4304L,Thermal Sciences Laboratory I,[REDACTED],M | 1:30 PM - 2:45 PM | 4-Skinner-Jones Hall Room 4302,Main Campus-UNF,Standard,OPEN,1,13,14,8
83037,EML,4304L,EML 4304L,Thermal Sciences Laboratory I,[REDACTED],W | 1:30 PM - 2:45 PM | 4-Skinner-Jones Hall Room 4302,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,14,14,8
83723,EML,4304L,EML 4304L,Thermal Sciences Laboratory I,[REDACTED],M | 3:00 PM - 4:15 PM | 4-Skinner-Jones Hall Room 4302,Main Campus-UNF,Standard,OPEN,3,11,14,8
84179,EML,4304L,EML 4304L,Thermal Sciences Laboratory I,[REDACTED],W | 3:00 PM - 4:15 PM | 4-Skinner-Jones Hall Room 4302,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,14,14,8
86256,EML,4320C,EML 4320C,Integrated Design and Manufacturing,[REDACTED],W | 9:00 AM - 10:15 AM | 4-Skinner-Jones Hall Room 4311; F | 12:00 PM - 2:50 PM | 2-Founders Hall Room 1017,Main Campus-UNF,Standard,OPEN,4,26,30,10
82626,EML,4507C,EML 4507C,Finite Element Model/Analysis,[REDACTED],MW | 9:00 AM - 10:15 AM | 4-Skinner-Jones Hall Room 2305,Main Campus-UNF,Standard,OPEN,7,28,35,10
82747,EML,4507C,EML 4507C,Finite Element Model/Analysis,[REDACTED],MW | 10:30 AM - 11:45 AM | 4-Skinner-Jones Hall Room 2305,Main Campus-UNF,Standard,OPEN,1,35,36,10
84181,EML,4541,EML 4541,Design Against Mechanical Failure,[REDACTED],TR | 3:05 PM - 4:20 PM | 4-Skinner-Jones Hall Room 2307,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,17,17,5
82077,EML,4551,EML 4551,Senior Capstone Design I: MEC,[REDACTED],TR | 9:25 AM - 12:05 PM | 15-John E. Mathews Room 1304,Main Campus-UNF,Standard,OPEN,6,64,70,5
83270,EML,4551,EML 4551,Senior Capstone Design I: AME,[REDACTED],TR | 9:25 AM - 12:05 PM | 15-John E. Mathews Room 1304,Main Campus-UNF,Standard,OPEN,4,11,15,5
84191,EML,4911,EML 4911,Supervised Undergraduate Research,[REDACTED],TBA,Main Campus-UNF,Independent,OPEN,9,1,10,5
84192,EML,4911,EML 4911,Supervised Undergraduate Research,[REDACTED],TBA,Main Campus-UNF,Independent,OPEN,9,1,10,5
85415,EML,4911,EML 4911,Supervised Undergraduate Research,[REDACTED],TBA,Main Campus-UNF,Independent,OPEN,8,2,10,5
85422,EML,4911,EML 4911,Supervised Undergraduate Research,[REDACTED],TBA,Main Campus-UNF,Independent,OPEN,8,2,10,5
85423,EML,4911,EML 4911,Supervised Undergraduate Research,[REDACTED],TBA,Main Campus-UNF,Independent,OPEN,8,2,10,5
85424,EML,4911,EML 4911,Supervised Undergraduate Research,[REDACTED],TBA,Main Campus-UNF,Independent,OPEN,9,1,10,5
86054,EML,4911,EML 4911,Supervised Undergraduate Research,[REDACTED],TBA,Main Campus-UNF,Independent,OPEN,4,1,5,5
86531,EML,4911,EML 4911,Supervised Undergraduate Research,[REDACTED],TBA,Main Campus-UNF,Independent,OPEN,10,0,10,5
86532,EML,4911,EML 4911,Supervised Undergraduate Research,[REDACTED],TBA,Main Campus-UNF,Independent,OPEN,5,0,5,5
85356,EML,4930,EML 4930,ST: Adv Manuf  Sustainability,[REDACTED],MW | 12:00 PM - 1:15 PM | 4-Skinner-Jones Hall Room 2306,Main Campus-UNF,Standard,OPEN,1,9,10,5
83458,EML,4949,EML 4949,Mechanical Engineering Internship,[REDACTED],Off Main Campus Room OFF-MC,Off-Campus: Internships,Independent,OPEN,4,1,5,5
83725,EML,4949,EML 4949,Mechanical Engineering Internship,[REDACTED],Off Main Campus Room OFF-MC,Off-Campus: Internships,Independent,OPEN,2,3,5,5
85899,EML,4950C,EML 4950C,Formula Race Car,[REDACTED],MW | 1:30 PM - 2:45 PM | 15-John E. Mathews Room 1204,Main Campus-UNF,Standard,OPEN,3,17,20,5
84554,EML,5932,EML 5932,ST: Design against Mech Failur,[REDACTED],TR | 3:05 PM - 4:20 PM | 4-Skinner-Jones Hall Room 2307,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,3,3,5
84933,EML,5932,EML 5932,ST: Modeling in Biomechanics,[REDACTED],F | 9:00 AM - 11:50 AM | 4-Skinner-Jones Hall Room 2307,Main Campus-UNF,Standard,FULL,0,2,2,0
85440,EML,6900,EML 6900,Supervised Graduate Research,[REDACTED],TBA,Main Campus-UNF,Independent,OPEN,4,1,5,5
86461,EML,6900,EML 6900,Supervised Graduate Research,[REDACTED],TBA,Main Campus-UNF,Independent,FULL,0,1,1,0
86478,EML,6901,EML 6901,Directed Independent Study,[REDACTED],TBA,Main Campus-UNF,Independent,FULL,0,1,1,0
85461,EML,6910,EML 6910,Fundamental Graduate Research in Mechanical Engineering,[REDACTED],TBA,Main Campus-UNF,Independent,OPEN,4,1,5,5
85463,EML,6910,EML 6910,Fundamental Graduate Research in Mechanical Engineering,[REDACTED],TBA,Main Campus-UNF,Independent,OPEN,4,1,5,5
85465,EML,6910,EML 6910,Fundamental Graduate Research in Mechanical Engineering,[REDACTED],TBA,Main Campus-UNF,Independent,OPEN,4,1,5,5
85453,EML,6912,EML 6912,Intermediate Graduate Research in Mechanical Engineering,[REDACTED],TBA,Main Campus-UNF,Independent,OPEN,4,1,5,5
84211,EML,6972,EML 6972,Mechanical Engineering Master&#39;s Thesis,[REDACTED],TBA,Main Campus-UNF,Independent,OPEN,4,1,5,5
84213,EML,6972,EML 6972,Mechanical Engineering Master&#39;s Thesis,[REDACTED],TBA,Main Campus-UNF,Independent,OPEN,4,1,5,5
85478,EML,6972,EML 6972,Mechanical Engineering Master&#39;s Thesis,[REDACTED],TBA,Main Campus-UNF,Independent,OPEN,4,1,5,5
85479,EML,6972,EML 6972,Mechanical Engineering Master&#39;s Thesis,[REDACTED],TBA,Main Campus-UNF,Independent,OPEN,4,1,5,5
86462,EML,6972,EML 6972,Mechanical Engineering Master&#39;s Thesis,[REDACTED],TBA,Main Campus-UNF,Independent,FULL,0,1,1,0
82001,ENC,1101,ENC 1101,(GW) Writing for Audience and Purpose,[REDACTED],TR | 4:30 PM - 5:45 PM | 9-Fred Schultz Hall Room 1411,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,24,24,10
82158,ENC,1101,ENC 1101,(GW) Writing for Audience and Purpose,[REDACTED],TR | 12:15 PM - 1:30 PM | 4-Skinner-Jones Hall Room 1701,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,-1,25,24,10
82357,ENC,1101,ENC 1101,(GW) Writing for Audience and Purpose,[REDACTED],MWF | 11:00 AM - 11:50 AM | 45-Fine Arts Center Room 2412,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,24,24,10
82365,ENC,1101,ENC 1101,(GW) Writing for Audience and Purpose,[REDACTED],MWF | 9:00 AM - 9:50 AM | 15-John E. Mathews Room 1204,Main Campus-UNF,Standard,FULL - WAITLIST AVAILABLE,0,24,24,10
82505,ENC,1101,ENC 1101,(GW) Writing for Audience and Purpose,[REDACTED],R | 12:15 PM - 1:30 PM | 57-Petway Hall Room 1280; Online,Hybrid - On Campus/Online,Hybrid,FULL - WAITLIST AVAILABLE,0,24,24,10
82575,ENC,1101,ENC 1101,(GW) Writing for Audience and Purpose,[REDACTED],R | 12:15 PM - 1:30 PM | 57-Petway Hall Room 2010; Online,Hybrid - On Campus/Online,Hybrid,FULL - WAITLIST AVAILABLE,0,24,24,10
82662,ENC,1101,ENC 1101,(GW) Writing for Audience and Purpose,[REDACTED],MW | 3:00 PM - 4:15 PM | 9-Fred Schultz Hall Room 1413,Main Campus-UNF,Standard,OPEN,1,23,24,10
